Date ,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
08-Dec-23,EQ,722.05,727.60,707.50,721.95,714.50,714.55,717.12,727.60,375.20,8557203.00,6136538608.15,229134.00
07-Dec-23,EQ,725.00,727.50,716.00,722.45,721.75,721.95,722.07,727.50,375.20,10451801.00,7546944469.05,197003.00
06-Dec-23,EQ,709.05,724.80,709.00,708.95,722.50,722.45,715.64,724.80,375.20,12148825.00,8694226516.95,245889.00
05-Dec-23,EQ,705.90,714.90,705.00,705.60,708.55,708.95,709.54,717.25,375.20,9601509.00,6812627274.95,195242.00
04-Dec-23,EQ,716.00,717.00,704.80,705.45,706.10,705.60,707.35,717.25,375.20,9348036.00,6612333178.00,207134.00
01-Dec-23,EQ,708.00,711.00,703.00,706.40,703.95,705.45,705.97,717.25,375.20,10565415.00,7458912379.35,220179.00
30-Nov-23,EQ,716.30,717.25,697.00,712.35,707.00,706.40,705.84,717.25,375.20,24275245.00,17134500655.90,392595.00
29-Nov-23,EQ,702.75,714.40,694.35,697.50,711.50,712.35,705.36,714.40,375.20,16122864.00,11372433940.25,279258.00
28-Nov-23,EQ,677.45,699.45,674.25,673.70,698.00,697.50,690.87,699.45,375.20,16015860.00,11064887990.05,288718.00
24-Nov-23,EQ,681.40,681.95,671.25,679.95,673.50,673.70,674.64,687.65,375.20,6951690.00,4689891526.80,162861.00
23-Nov-23,EQ,683.20,685.90,677.05,681.20,680.40,679.95,680.52,687.65,375.20,5885370.00,4005097852.40,156976.00
22-Nov-23,EQ,683.95,687.35,676.05,681.70,681.75,681.20,681.31,687.65,375.20,9279642.00,6322302825.10,249519.00
21-Nov-23,EQ,677.00,683.30,675.00,674.30,681.00,681.70,679.23,687.65,375.20,7291057.00,4952272141.25,179804.00
20-Nov-23,EQ,682.00,686.75,670.70,681.55,675.00,674.30,677.12,687.65,375.20,8324354.00,5636587207.80,198837.00
17-Nov-23,EQ,682.50,687.65,679.60,680.40,681.25,681.55,684.01,687.65,375.20,9563220.00,6541372582.10,202852.00
16-Nov-23,EQ,674.00,685.50,670.90,671.55,679.90,680.40,680.37,685.50,375.20,17501373.00,11907377470.20,343618.00
15-Nov-23,EQ,660.00,673.50,656.55,653.25,671.50,671.55,664.20,677.80,375.20,11324434.00,7521655337.35,227546.00
13-Nov-23,EQ,653.00,654.00,649.30,653.55,653.50,653.25,651.93,677.80,375.20,3279829.00,2138222126.85,109399.00
12-Nov-23,EQ,657.95,657.95,652.40,651.05,653.40,653.55,654.18,677.80,375.20,2245583.00,1469021511.90,89340.00
10-Nov-23,EQ,649.35,652.95,644.00,649.35,651.55,651.05,648.99,677.80,375.20,6425792.00,4170291613.50,127973.00
09-Nov-23,EQ,644.00,653.65,642.70,642.55,648.50,649.35,650.01,677.80,375.20,10155047.00,6600844432.30,166691.00
08-Nov-23,EQ,648.00,649.05,641.90,645.00,643.95,642.55,645.25,677.80,375.20,6551864.00,4227610818.60,134297.00
07-Nov-23,EQ,645.00,649.90,643.30,646.05,644.80,645.00,646.17,677.80,375.20,6588073.00,4257044483.85,158780.00
06-Nov-23,EQ,652.85,652.85,643.20,647.50,646.05,646.05,646.70,677.80,375.20,10801301.00,6985179880.45,218664.00
03-Nov-23,EQ,662.00,666.00,646.20,636.45,646.80,647.50,652.41,677.80,375.20,23087856.00,15062714284.35,366476.00
02-Nov-23,EQ,632.00,638.20,630.10,627.70,637.50,636.45,633.82,677.80,375.20,9934305.00,6296555682.90,198160.00
01-Nov-23,EQ,630.00,633.80,626.30,628.65,627.60,627.70,629.50,677.80,375.20,8785264.00,5530295098.75,166295.00
31-Oct-23,EQ,642.00,642.00,627.30,628.50,629.50,628.65,632.20,677.80,375.20,11395766.00,7204457704.40,226833.00
30-Oct-23,EQ,643.80,643.80,621.85,641.05,629.20,628.50,628.05,677.80,375.20,12786883.00,8030803018.35,282270.00
27-Oct-23,EQ,630.00,643.95,628.45,626.55,640.95,641.05,635.03,677.80,375.20,10232856.00,6498190078.00,217169.00
26-Oct-23,EQ,635.00,635.65,624.15,637.85,625.55,626.55,628.33,677.80,375.20,8889373.00,5585435011.60,258779.00
25-Oct-23,EQ,650.00,651.90,636.05,647.35,637.90,637.85,643.25,677.80,375.20,8229559.00,5293672839.95,240097.00
23-Oct-23,EQ,663.65,667.25,645.00,663.20,646.45,647.35,654.70,677.80,375.20,8564004.00,5606834849.65,203812.00
20-Oct-23,EQ,666.65,676.40,660.50,668.80,662.40,663.20,669.28,677.80,375.20,11759568.00,7870449935.35,222813.00
19-Oct-23,EQ,662.95,672.30,658.60,668.50,667.10,668.80,666.13,677.80,375.20,10633043.00,7082949540.35,233714.00
18-Oct-23,EQ,658.60,672.25,653.80,655.70,667.25,668.50,664.73,677.80,375.20,14908778.00,9910278989.95,266210.00
17-Oct-23,EQ,670.00,670.90,654.65,666.20,656.00,655.70,661.44,677.80,375.20,10263992.00,6788980511.60,236638.00
16-Oct-23,EQ,668.55,677.80,661.25,667.10,666.35,666.20,669.55,677.80,375.20,20005816.00,13394812067.35,398067.00
13-Oct-23,EQ,633.95,669.00,633.00,636.95,667.10,667.10,657.36,669.00,375.20,28011678.00,18413643893.45,332803.00
12-Oct-23,EQ,637.00,640.20,635.05,634.00,637.10,636.95,637.46,665.40,375.20,5928732.00,3779315590.75,125915.00
11-Oct-23,EQ,633.00,637.80,632.60,630.55,634.50,634.00,635.10,665.40,375.20,7701931.00,4891479943.65,135341.00
10-Oct-23,EQ,620.00,632.50,617.60,617.35,630.60,630.55,629.02,665.40,375.20,9833429.00,6185414512.95,206068.00
09-Oct-23,EQ,620.80,622.00,613.70,622.45,617.00,617.35,617.82,665.40,375.20,6381189.00,3942439639.70,172655.00
06-Oct-23,EQ,627.00,627.35,620.00,619.60,623.10,622.45,622.95,665.40,375.20,7922379.00,4935256762.30,227470.00
05-Oct-23,EQ,619.00,621.35,614.65,613.60,619.40,619.60,618.39,665.40,375.20,7893892.00,4881507887.30,224347.00
04-Oct-23,EQ,620.80,620.80,608.30,620.45,614.40,613.60,613.73,665.40,375.20,7612709.00,4672181567.90,224747.00
03-Oct-23,EQ,632.60,632.65,618.60,630.20,621.10,620.45,621.92,665.40,375.20,6894577.00,4287872037.00,171925.00
29-Sep-23,EQ,618.70,633.00,617.00,614.10,631.00,630.20,628.64,665.40,375.20,8969405.00,5638505877.90,151844.00
28-Sep-23,EQ,622.90,623.80,612.25,620.15,615.00,614.10,617.93,665.40,375.20,6768196.00,4182292216.30,134821.00
27-Sep-23,EQ,619.95,621.90,616.75,619.80,620.65,620.15,618.76,665.40,375.20,5960490.00,3688130393.20,149016.00
26-Sep-23,EQ,618.70,625.70,617.95,618.70,620.00,619.80,621.89,665.40,375.20,6271108.00,3899941784.00,124821.00
25-Sep-23,EQ,623.85,625.20,617.90,620.45,619.00,618.70,620.60,665.40,375.20,6390681.00,3966082058.55,130903.00
22-Sep-23,EQ,628.00,630.80,619.00,627.05,620.95,620.45,625.62,665.40,375.20,6551917.00,4099025027.30,150697.00
21-Sep-23,EQ,638.50,641.70,624.00,638.50,628.15,627.05,631.47,665.40,375.20,9266854.00,5851765688.55,202887.00
20-Sep-23,EQ,640.70,647.00,637.00,640.65,640.00,638.50,642.84,665.40,375.20,11777925.00,7571271157.35,211433.00
18-Sep-23,EQ,635.90,644.20,633.15,634.25,640.85,640.65,640.37,665.40,375.20,11108349.00,7113501339.10,177581.00
15-Sep-23,EQ,628.70,636.50,627.15,624.60,634.20,634.25,633.20,665.40,375.20,18917805.00,11978750794.85,250637.00
14-Sep-23,EQ,628.10,630.80,623.30,625.90,624.70,624.60,626.87,665.40,375.20,5722295.00,3587128293.10,138280.00
13-Sep-23,EQ,621.00,628.50,619.55,620.80,626.00,625.90,625.18,665.40,375.20,6988358.00,4368976331.95,141594.00
12-Sep-23,EQ,638.00,639.00,615.25,634.85,620.90,620.80,624.30,665.40,375.20,12541377.00,7829599452.25,238844.00
11-Sep-23,EQ,634.65,635.40,630.50,627.25,634.95,634.85,633.71,665.40,375.20,8780510.00,5564259558.20,201674.00
08-Sep-23,EQ,617.95,628.90,614.20,614.90,626.95,627.25,624.03,665.40,375.20,16190749.00,10103472512.75,206605.00
07-Sep-23,EQ,610.90,616.50,609.05,610.25,614.25,614.90,613.64,665.40,375.20,6520293.00,4001137081.85,112863.00
06-Sep-23,EQ,611.15,612.55,605.60,611.15,610.60,610.25,608.59,665.40,375.20,6520064.00,3968067590.80,142267.00
05-Sep-23,EQ,610.00,618.90,608.05,609.00,611.50,611.15,612.62,665.40,375.20,8560651.00,5244447608.85,131391.00
04-Sep-23,EQ,615.60,615.60,606.00,611.20,609.70,609.00,609.08,665.40,375.20,8392665.00,5111787835.65,173185.00
01-Sep-23,EQ,604.20,614.90,601.90,601.00,610.40,611.20,609.91,665.40,375.20,10297492.00,6280525718.10,182015.00
31-Aug-23,EQ,608.80,609.65,599.05,605.55,601.90,601.00,603.88,665.40,375.20,10544271.00,6367465563.95,149603.00
30-Aug-23,EQ,611.20,612.90,605.00,607.15,606.65,605.55,609.24,665.40,375.20,5676055.00,3458100346.70,110514.00
29-Aug-23,EQ,603.60,610.50,603.60,602.40,607.65,607.15,607.69,665.40,375.20,6956667.00,4227470423.75,108463.00
28-Aug-23,EQ,605.40,608.50,601.55,605.10,603.00,602.40,604.74,665.40,375.20,7479254.00,4523034713.60,136397.00
25-Aug-23,EQ,610.85,616.70,593.30,610.95,601.80,605.10,606.07,665.40,375.20,16075509.00,9742924758.50,224142.00
24-Aug-23,EQ,618.00,619.00,609.65,613.90,611.65,610.95,613.96,665.40,375.20,7096025.00,4356694947.50,126558.00
23-Aug-23,EQ,622.75,622.75,613.15,620.20,614.50,613.90,615.89,665.40,375.20,8248333.00,5080104176.50,132089.00
22-Aug-23,EQ,621.80,626.50,618.60,620.50,619.45,620.20,622.70,665.40,375.20,8534395.00,5314360611.05,119046.00
21-Aug-23,EQ,617.00,623.30,614.80,615.80,619.50,620.50,620.41,665.40,375.20,9580365.00,5943723319.55,160367.00
18-Aug-23,EQ,612.80,620.10,610.90,613.75,613.20,615.80,615.76,665.40,375.20,11190760.00,6890862422.10,191535.00
17-Aug-23,EQ,620.00,622.00,611.00,618.75,613.35,613.75,614.99,665.40,375.20,12119293.00,7453254415.40,196731.00
16-Aug-23,EQ,606.70,621.35,597.30,607.35,617.80,618.75,610.75,665.40,375.20,14562074.00,8893746444.75,218419.00
14-Aug-23,EQ,612.00,612.00,594.50,611.80,606.80,607.35,602.18,665.40,375.20,14492164.00,8726874255.65,328524.00
11-Aug-23,EQ,619.75,624.75,610.00,618.25,611.90,611.80,616.76,665.40,375.20,9347707.00,5765264757.15,172588.00
10-Aug-23,EQ,623.00,628.30,598.00,622.55,617.50,618.25,605.43,665.40,375.20,53116980.00,32158684030.15,279839.00
09-Aug-23,EQ,610.60,624.00,605.35,607.30,623.50,622.55,614.69,665.40,375.20,13362350.00,8213713920.75,190843.00
08-Aug-23,EQ,612.55,614.75,605.25,609.50,607.95,607.30,609.23,665.40,375.20,8863640.00,5400017786.55,200799.00
07-Aug-23,EQ,619.00,619.00,608.50,615.00,610.00,609.50,611.74,665.40,375.20,9893466.00,6052270883.65,184528.00
04-Aug-23,EQ,624.85,625.00,613.30,618.95,615.80,615.00,617.24,665.40,375.20,11806739.00,7287561209.60,203649.00
03-Aug-23,EQ,623.00,626.45,614.15,622.65,619.80,618.95,620.10,665.40,375.20,11458920.00,7105732473.20,188647.00
02-Aug-23,EQ,644.00,644.30,616.45,643.65,623.00,622.65,626.67,665.40,375.20,15762687.00,9878076233.55,275002.00
01-Aug-23,EQ,645.00,652.90,642.00,644.30,642.90,643.65,647.67,665.40,375.20,8924219.00,5779968945.75,170823.00
31-Jul-23,EQ,640.20,645.55,635.90,635.30,644.30,644.30,642.98,665.40,375.20,7502361.00,4823837741.50,172623.00
28-Jul-23,EQ,646.00,646.00,631.80,643.70,635.85,635.30,636.11,665.40,375.20,9299530.00,5915566105.65,168753.00
27-Jul-23,EQ,647.00,648.45,636.75,641.10,646.00,643.70,643.67,665.40,375.20,11696851.00,7528922145.50,219355.00
26-Jul-23,EQ,640.00,665.40,639.00,639.45,639.00,641.10,650.43,665.40,375.20,31673714.00,20601675207.20,439456.00
25-Jul-23,EQ,636.00,642.50,633.35,629.25,641.80,639.45,638.97,642.50,375.20,13988137.00,8937951714.05,240989.00
24-Jul-23,EQ,627.95,634.45,626.25,625.75,630.00,629.25,630.31,634.80,375.20,12247844.00,7719997621.50,191129.00
21-Jul-23,EQ,621.00,631.00,617.70,621.65,626.25,625.75,626.12,634.80,375.20,12914610.00,8086056636.55,228093.00
20-Jul-23,EQ,622.65,623.60,616.20,620.60,621.70,621.65,620.11,634.80,375.20,7834891.00,4858529427.05,146994.00
19-Jul-23,EQ,614.00,625.30,610.15,612.10,620.00,620.60,618.79,634.80,375.20,11128348.00,6886129207.45,177036.00
18-Jul-23,EQ,620.40,620.85,607.00,618.50,611.40,612.10,612.34,634.80,375.20,10359400.00,6343487925.85,197655.00
17-Jul-23,EQ,626.90,627.00,617.15,624.90,619.00,618.50,620.26,634.80,375.20,7580645.00,4701935428.25,161770.00
14-Jul-23,EQ,623.00,626.00,619.50,620.65,624.50,624.90,622.85,634.80,375.20,7010179.00,4366283471.05,117051.00
13-Jul-23,EQ,625.00,626.50,615.50,621.45,623.35,620.65,622.04,634.80,375.20,9689708.00,6027422532.80,175194.00
12-Jul-23,EQ,629.95,630.80,619.35,628.50,620.05,621.45,624.84,634.80,375.20,10785502.00,6739209788.00,205307.00
11-Jul-23,EQ,624.95,630.45,622.15,618.65,628.95,628.50,625.88,634.80,375.20,12051173.00,7542621843.90,237986.00
10-Jul-23,EQ,624.00,634.80,617.55,618.20,619.40,618.65,625.48,634.80,375.20,23802524.00,14887985314.70,342034.00
07-Jul-23,EQ,600.00,624.80,592.20,600.80,622.90,618.20,607.47,624.80,375.20,21066726.00,12797364224.05,249477.00
06-Jul-23,EQ,590.80,604.95,588.55,588.25,601.00,600.80,597.40,604.95,375.20,14356681.00,8576730578.00,222847.00
05-Jul-23,EQ,592.00,593.00,584.95,591.45,589.90,588.25,588.78,602.30,375.20,8715919.00,5131786266.40,150738.00
04-Jul-23,EQ,594.40,596.40,589.50,590.80,591.90,591.45,592.93,602.30,375.20,6917886.00,4101800207.05,117731.00
03-Jul-23,EQ,600.00,602.30,590.00,595.55,591.90,590.80,594.87,602.30,375.20,11131048.00,6621539987.55,211601.00
30-Jun-23,EQ,588.35,599.00,588.00,586.65,595.20,595.55,594.94,599.00,375.20,12488047.00,7429651079.45,283716.00
28-Jun-23,EQ,579.00,590.00,575.50,573.10,586.00,586.65,584.81,590.00,375.20,16720940.00,9778565684.55,223026.00
27-Jun-23,EQ,570.00,576.90,568.45,567.85,572.75,573.10,573.44,585.90,375.20,9404450.00,5392933906.70,178988.00
26-Jun-23,EQ,560.00,569.00,557.80,559.65,568.45,567.85,563.79,585.90,375.20,6986621.00,3938956595.10,117244.00
23-Jun-23,EQ,570.00,571.15,557.70,569.35,560.45,559.65,561.07,585.90,375.20,9362695.00,5253115281.10,169014.00
22-Jun-23,EQ,584.00,584.70,568.20,581.40,570.50,569.35,575.59,585.90,375.20,11229179.00,6463430994.05,163564.00
21-Jun-23,EQ,584.95,585.90,574.50,583.25,581.40,581.40,580.49,585.90,375.20,9146332.00,5309369582.50,141750.00
20-Jun-23,EQ,566.05,583.95,562.50,566.05,583.05,583.25,576.62,583.95,375.20,18074902.00,10422284289.60,237264.00
19-Jun-23,EQ,570.65,573.20,564.20,569.80,566.40,566.05,568.50,576.55,375.20,6280388.00,3570369796.50,110083.00
16-Jun-23,EQ,569.65,572.20,566.05,568.45,569.85,569.80,569.10,576.55,375.20,8736313.00,4971828846.75,124969.00
15-Jun-23,EQ,571.80,575.00,567.75,570.30,568.50,568.45,570.84,576.55,375.20,12475759.00,7121718474.45,174201.00
14-Jun-23,EQ,566.00,571.20,564.00,562.20,569.75,570.30,567.76,576.55,375.20,12713256.00,7218066743.45,150717.00
13-Jun-23,EQ,567.70,571.05,560.75,564.15,562.45,562.20,564.83,576.55,375.20,12845897.00,7255715972.55,233002.00
12-Jun-23,EQ,567.00,568.90,560.65,562.30,563.80,564.15,564.20,576.55,375.20,7599572.00,4287693145.50,133928.00
09-Jun-23,EQ,564.40,566.45,559.30,559.70,562.15,562.30,562.97,576.55,375.20,9361533.00,5270260140.50,130073.00
08-Jun-23,EQ,570.00,576.55,557.00,567.95,560.50,559.70,565.72,576.55,375.20,21527339.00,12178437334.20,255530.00
07-Jun-23,EQ,558.80,575.00,552.15,555.75,567.10,567.95,565.55,575.00,375.20,20855239.00,11794618216.50,252610.00
06-Jun-23,EQ,549.45,557.00,545.35,546.25,556.45,555.75,552.52,557.00,375.20,15395092.00,8506165599.65,201706.00
05-Jun-23,EQ,539.00,548.80,537.90,535.90,545.50,546.25,544.66,548.80,375.20,15008325.00,8174438010.90,307401.00
02-Jun-23,EQ,537.00,541.25,532.75,535.20,535.10,535.90,536.06,541.25,375.20,12294728.00,6590730363.10,158429.00
01-Jun-23,EQ,527.50,536.25,522.85,526.30,534.40,535.20,530.62,537.15,375.20,12511265.00,6638755708.10,181634.00
31-May-23,EQ,519.95,527.50,516.40,518.80,525.00,526.30,525.17,537.15,375.20,12327284.00,6473876480.20,127058.00
30-May-23,EQ,521.45,523.50,518.00,521.45,519.15,518.80,520.08,537.15,375.20,5134688.00,2670426378.20,86163.00
29-May-23,EQ,525.00,525.10,519.70,518.45,521.00,521.45,522.06,537.15,375.20,6596504.00,3443791163.95,89053.00
26-May-23,EQ,514.90,519.75,512.20,514.85,517.80,518.45,516.76,537.15,375.20,8360570.00,4320440656.10,117543.00
25-May-23,EQ,518.00,518.00,509.10,520.20,515.30,514.85,512.49,537.15,375.20,11543712.00,5916052457.85,171115.00
24-May-23,EQ,527.15,529.65,519.15,528.50,520.60,520.20,523.70,537.15,375.20,7648284.00,4005369402.50,134108.00
23-May-23,EQ,522.50,531.00,521.15,522.50,527.70,528.50,527.44,537.15,375.20,12256902.00,6464833065.30,193749.00
22-May-23,EQ,524.95,527.00,519.35,524.95,522.10,522.50,522.43,537.15,375.20,9978339.00,5212948685.25,206397.00
19-May-23,EQ,509.80,526.40,504.75,508.45,525.00,524.95,517.71,537.15,375.20,19343560.00,10014433487.15,237137.00
