Date ,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
09-Oct-23,EQ,59.70,59.85,57.55,61.05,57.75,57.80,58.61,63.60,30.10,20170634.00,1182129445.85,40378.00
06-Oct-23,EQ,58.00,61.85,57.60,57.75,60.95,61.05,60.37,63.60,30.10,42155584.00,2544929135.50,64689.00
05-Oct-23,EQ,57.90,58.50,57.50,57.65,57.75,57.75,57.95,63.60,30.10,9595015.00,556028675.80,18414.00
04-Oct-23,EQ,58.35,59.25,56.85,58.30,57.80,57.65,58.01,63.60,30.10,12550315.00,728006146.35,26825.00
03-Oct-23,EQ,58.50,59.35,57.90,58.50,58.45,58.30,58.55,63.60,30.10,10490780.00,614268766.05,22335.00
29-Sep-23,EQ,58.55,59.25,57.80,58.15,58.65,58.50,58.45,63.60,29.80,10611075.00,620245574.80,18781.00
28-Sep-23,EQ,60.95,61.45,58.00,58.70,58.20,58.15,59.46,63.60,29.80,27012238.00,1606171185.15,45349.00
27-Sep-23,EQ,57.35,59.25,56.70,57.45,58.60,58.70,58.11,63.60,29.80,18883428.00,1097246739.60,33966.00
26-Sep-23,EQ,57.65,58.30,57.15,57.65,57.20,57.45,57.67,63.60,29.80,14276216.00,823330391.95,22238.00
25-Sep-23,EQ,58.30,58.55,57.40,58.30,57.80,57.65,57.80,63.60,29.80,10178558.00,588329770.20,21996.00
22-Sep-23,EQ,57.90,59.50,56.90,57.20,58.15,58.30,58.23,63.60,29.80,30798281.00,1793265914.85,49655.00
21-Sep-23,EQ,59.25,60.10,56.70,59.25,57.40,57.20,58.45,63.60,29.80,17808539.00,1040972311.35,36176.00
20-Sep-23,EQ,59.45,61.20,59.00,58.70,59.40,59.25,60.05,63.60,29.80,27278248.00,1638160311.25,54628.00
